"PrecursorName","Replicate","Total.Area"
"09_lactic acid","Aniger_SF53_IMS_21_37_20V_25Aug",3949
"09_lactic acid","Aniger_SF53_IMS_22_38_20V_25Aug",1423
"09_lactic acid","Aniger_SF53_IMS_23_39_20V_25Aug",7838
"09_lactic acid","Aniger_SF53_IMS_24_40_20V_25Aug",7529
"09_lactic acid","Aniger_SF53_IMS_25_41_20V_25Aug",17820
"09_lactic acid","Aniger_SF53_IMS_26_42_20V_25Aug",5487
"09_lactic acid","Aniger_SF53_IMS_27_43_20V_25Aug",20659
"09_lactic acid","Aniger_SF53_IMS_28_44_20V_25Aug",14259
"09_lactic acid","Aniger_SF53_IMS_29_45_20V_25Aug",NA
"09_lactic acid","Aniger_SF53_IMS_30_46_20V_25Aug",236
"09_lactic acid","Aniger_SF53_IMS_31_47_20V_25Aug",749
"09_lactic acid","Aniger_SF53_IMS_32_48_20V_25Aug",530
"09_lactic acid","Apseud_SF42_IMS_01_01_20V_25Aug",NA
"09_lactic acid","Apseud_SF42_IMS_02_02_20V_25Aug",1010
"09_lactic acid","Apseud_SF42_IMS_03_03_20V_25Aug",NA
"09_lactic acid","Apseud_SF42_IMS_05_05_20V_25Aug",3752
"09_lactic acid","Apseud_SF42_IMS_06_06_20V_25Aug",5376
"09_lactic acid","Apseud_SF42_IMS_07_07_20V_25Aug",6612
"09_lactic acid","Apseud_SF42_IMS_08_08_20V_25Aug",8964
"09_lactic acid","Apseud_SF42_IMS_09_09_20V_25Aug",10771
"09_lactic acid","Apseud_SF42_IMS_10_10_20V_25Aug",2259
"09_lactic acid","Apseud_SF42_IMS_11_11_20V_25Aug",3201
"09_lactic acid","Apseud_SF42_IMS_12_12_20V_25Aug",NA
"09_lactic acid","Apseud_SF42_IMS_13_13_20V_25Aug",5450
"09_lactic acid","Apseud_SF42_IMS_14_14_20V_25Aug",4329
"09_lactic acid","Apseud_SF42_IMS_15_15_20V_25Aug",3099
"09_lactic acid","Apseud_SF42_IMS_16_16_20V_25Aug",5982
"09_lactic acid","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",12934
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_01_17_20V_25Aug",NA
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_02_18_20V_25Aug",996
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_03_19_20V_25Aug",563
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_04_20_20V_25Aug",466
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_05_21_20V_25Aug",57
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_06_22_20V_25Aug",10965
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_07_23_20V_25Aug",NA
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_08_24_20V_25Aug",11163
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_09_25_20V_25Aug",41980
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_10_26_20V_25Aug",17473
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_11_27_20V_25Aug",33453
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_12_28_20V_25Aug",39814
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_13_29_20V_25Aug",1858
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_14_30_20V_25Aug",6066
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF42_IMS_15_31_20V_25Aug",13074
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_17_33_20V_25Aug",2319
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_18_34_20V_25Aug",2365
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_19_35_20V_25Aug",8683
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_20_36_20V_25Aug",5397
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_21_37_20V_25Aug",3567
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_22_38_20V_25Aug",1423
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_23_39_20V_25Aug",7838
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_24_40_20V_25Aug",7529
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_25_41_20V_25Aug",17623
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_26_42_20V_25Aug",5378
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_27_43_20V_25Aug",20513
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_28_44_20V_25Aug",14666
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_29_45_20V_25Aug",NA
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_30_46_20V_25Aug",236
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_31_47_20V_25Aug",749
"10_3-hydroxypropanoic acid (3HP)","Aniger_SF53_IMS_32_48_20V_25Aug",530
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_01_01_20V_25Aug",NA
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_02_02_20V_25Aug",1010
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_03_03_20V_25Aug",NA
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_05_05_20V_25Aug",3752
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_06_06_20V_25Aug",5376
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_07_07_20V_25Aug",6612
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_08_08_20V_25Aug",8964
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_09_09_20V_25Aug",10771
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_10_10_20V_25Aug",2259
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_11_11_20V_25Aug",3201
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_12_12_20V_25Aug",NA
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_13_13_20V_25Aug",5450
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_14_14_20V_25Aug",4329
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_15_15_20V_25Aug",3099
"10_3-hydroxypropanoic acid (3HP)","Apseud_SF42_IMS_16_16_20V_25Aug",5982
"10_3-hydroxypropanoic acid (3HP)","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",12786
"11_fumaric acid","Aniger_SF42_IMS_01_17_20V_25Aug",68096
"11_fumaric acid","Aniger_SF42_IMS_02_18_20V_25Aug",59445
"11_fumaric acid","Aniger_SF42_IMS_03_19_20V_25Aug",50016
"11_fumaric acid","Aniger_SF42_IMS_04_20_20V_25Aug",54310
"11_fumaric acid","Aniger_SF42_IMS_05_21_20V_25Aug",47582
"11_fumaric acid","Aniger_SF42_IMS_06_22_20V_25Aug",54042
"11_fumaric acid","Aniger_SF42_IMS_07_23_20V_25Aug",36225
"11_fumaric acid","Aniger_SF42_IMS_08_24_20V_25Aug",34245
"11_fumaric acid","Aniger_SF42_IMS_09_25_20V_25Aug",49009
"11_fumaric acid","Aniger_SF42_IMS_10_26_20V_25Aug",30641
"11_fumaric acid","Aniger_SF42_IMS_11_27_20V_25Aug",40907
"11_fumaric acid","Aniger_SF42_IMS_12_28_20V_25Aug",36579
"11_fumaric acid","Aniger_SF42_IMS_13_29_20V_25Aug",89209
"11_fumaric acid","Aniger_SF42_IMS_14_30_20V_25Aug",55002
"11_fumaric acid","Aniger_SF42_IMS_15_31_20V_25Aug",70062
"11_fumaric acid","Aniger_SF53_IMS_17_33_20V_25Aug",49990
"11_fumaric acid","Aniger_SF53_IMS_18_34_20V_25Aug",63737
"11_fumaric acid","Aniger_SF53_IMS_19_35_20V_25Aug",71716
"11_fumaric acid","Aniger_SF53_IMS_20_36_20V_25Aug",59580
"11_fumaric acid","Aniger_SF53_IMS_21_37_20V_25Aug",71265
"11_fumaric acid","Aniger_SF53_IMS_22_38_20V_25Aug",95149
"11_fumaric acid","Aniger_SF53_IMS_23_39_20V_25Aug",98065
"11_fumaric acid","Aniger_SF53_IMS_24_40_20V_25Aug",58426
"11_fumaric acid","Aniger_SF53_IMS_25_41_20V_25Aug",51558
"11_fumaric acid","Aniger_SF53_IMS_26_42_20V_25Aug",85550
"11_fumaric acid","Aniger_SF53_IMS_27_43_20V_25Aug",104459
"11_fumaric acid","Aniger_SF53_IMS_28_44_20V_25Aug",97800
"11_fumaric acid","Aniger_SF53_IMS_29_45_20V_25Aug",57043
"11_fumaric acid","Aniger_SF53_IMS_30_46_20V_25Aug",59785
"11_fumaric acid","Aniger_SF53_IMS_31_47_20V_25Aug",66100
"11_fumaric acid","Aniger_SF53_IMS_32_48_20V_25Aug",66217
"11_fumaric acid","Apseud_SF42_IMS_01_01_20V_25Aug",37626
"11_fumaric acid","Apseud_SF42_IMS_02_02_20V_25Aug",48830
"11_fumaric acid","Apseud_SF42_IMS_03_03_20V_25Aug",26649
"11_fumaric acid","Apseud_SF42_IMS_05_05_20V_25Aug",45909
"11_fumaric acid","Apseud_SF42_IMS_06_06_20V_25Aug",88231
"11_fumaric acid","Apseud_SF42_IMS_07_07_20V_25Aug",52412
"11_fumaric acid","Apseud_SF42_IMS_08_08_20V_25Aug",51342
"11_fumaric acid","Apseud_SF42_IMS_09_09_20V_25Aug",57512
"11_fumaric acid","Apseud_SF42_IMS_10_10_20V_25Aug",62381
"11_fumaric acid","Apseud_SF42_IMS_11_11_20V_25Aug",59747
"11_fumaric acid","Apseud_SF42_IMS_12_12_20V_25Aug",12329
"11_fumaric acid","Apseud_SF42_IMS_13_13_20V_25Aug",54716
"11_fumaric acid","Apseud_SF42_IMS_14_14_20V_25Aug",74664
"11_fumaric acid","Apseud_SF42_IMS_15_15_20V_25Aug",25031
"11_fumaric acid","Apseud_SF42_IMS_16_16_20V_25Aug",51960
"11_fumaric acid","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",63023
"12_pyruvic acid","Aniger_SF42_IMS_01_17_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF42_IMS_02_18_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF42_IMS_03_19_20V_25Aug",3345
"12_pyruvic acid","Aniger_SF42_IMS_04_20_20V_25Aug",756
"12_pyruvic acid","Aniger_SF42_IMS_05_21_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF42_IMS_06_22_20V_25Aug",11667
"12_pyruvic acid","Aniger_SF42_IMS_07_23_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF42_IMS_08_24_20V_25Aug",4087
"12_pyruvic acid","Aniger_SF42_IMS_09_25_20V_25Aug",5107
"12_pyruvic acid","Aniger_SF42_IMS_10_26_20V_25Aug",2314
"12_pyruvic acid","Aniger_SF42_IMS_11_27_20V_25Aug",3726
"12_pyruvic acid","Aniger_SF42_IMS_12_28_20V_25Aug",1722
"12_pyruvic acid","Aniger_SF42_IMS_13_29_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF42_IMS_14_30_20V_25Aug",6323
"12_pyruvic acid","Aniger_SF42_IMS_15_31_20V_25Aug",2620
"12_pyruvic acid","Aniger_SF53_IMS_17_33_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_18_34_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_19_35_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_20_36_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_21_37_20V_25Aug",814
"12_pyruvic acid","Aniger_SF53_IMS_22_38_20V_25Aug",508
"12_pyruvic acid","Aniger_SF53_IMS_23_39_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_24_40_20V_25Aug",446
"12_pyruvic acid","Aniger_SF53_IMS_25_41_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_26_42_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_27_43_20V_25Aug",NA
"12_pyruvic acid","Aniger_SF53_IMS_28_44_20V_25Aug",508
"12_pyruvic acid","Aniger_SF53_IMS_29_45_20V_25Aug",3361
"12_pyruvic acid","Aniger_SF53_IMS_30_46_20V_25Aug",115
"12_pyruvic acid","Aniger_SF53_IMS_31_47_20V_25Aug",1476
"12_pyruvic acid","Aniger_SF53_IMS_32_48_20V_25Aug",2206
"12_pyruvic acid","Apseud_SF42_IMS_01_01_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_02_02_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_03_03_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_05_05_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_06_06_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_07_07_20V_25Aug",4000
"12_pyruvic acid","Apseud_SF42_IMS_08_08_20V_25Aug",198
"12_pyruvic acid","Apseud_SF42_IMS_09_09_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_10_10_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_11_11_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_12_12_20V_25Aug",596
"12_pyruvic acid","Apseud_SF42_IMS_13_13_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_14_14_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_15_15_20V_25Aug",NA
"12_pyruvic acid","Apseud_SF42_IMS_16_16_20V_25Aug",2021
"12_pyruvic acid","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",3106
"13_aspartic acid","Aniger_SF42_IMS_01_17_20V_25Aug",22616
"13_aspartic acid","Aniger_SF42_IMS_02_18_20V_25Aug",19530
"13_aspartic acid","Aniger_SF42_IMS_03_19_20V_25Aug",9262
"13_aspartic acid","Aniger_SF42_IMS_04_20_20V_25Aug",7752
"13_aspartic acid","Aniger_SF42_IMS_05_21_20V_25Aug",5103
"13_aspartic acid","Aniger_SF42_IMS_06_22_20V_25Aug",3913
"13_aspartic acid","Aniger_SF42_IMS_07_23_20V_25Aug",6874
"13_aspartic acid","Aniger_SF42_IMS_08_24_20V_25Aug",2591
"13_aspartic acid","Aniger_SF42_IMS_09_25_20V_25Aug",1584
"13_aspartic acid","Aniger_SF42_IMS_10_26_20V_25Aug",2205
"13_aspartic acid","Aniger_SF42_IMS_11_27_20V_25Aug",1865
"13_aspartic acid","Aniger_SF42_IMS_12_28_20V_25Aug",1495
"13_aspartic acid","Aniger_SF42_IMS_13_29_20V_25Aug",6531
"13_aspartic acid","Aniger_SF42_IMS_14_30_20V_25Aug",5291
"13_aspartic acid","Aniger_SF42_IMS_15_31_20V_25Aug",12200
"13_aspartic acid","Aniger_SF53_IMS_17_33_20V_25Aug",467
"13_aspartic acid","Aniger_SF53_IMS_18_34_20V_25Aug",2883
"13_aspartic acid","Aniger_SF53_IMS_19_35_20V_25Aug",3165
"13_aspartic acid","Aniger_SF53_IMS_20_36_20V_25Aug",5774
"13_aspartic acid","Aniger_SF53_IMS_21_37_20V_25Aug",3127
"13_aspartic acid","Aniger_SF53_IMS_22_38_20V_25Aug",12716
"13_aspartic acid","Aniger_SF53_IMS_23_39_20V_25Aug",3018
"13_aspartic acid","Aniger_SF53_IMS_24_40_20V_25Aug",518
"13_aspartic acid","Aniger_SF53_IMS_25_41_20V_25Aug",12615
"13_aspartic acid","Aniger_SF53_IMS_26_42_20V_25Aug",4536
"13_aspartic acid","Aniger_SF53_IMS_27_43_20V_25Aug",12540
"13_aspartic acid","Aniger_SF53_IMS_28_44_20V_25Aug",9616
"13_aspartic acid","Aniger_SF53_IMS_29_45_20V_25Aug",44358
"13_aspartic acid","Aniger_SF53_IMS_30_46_20V_25Aug",32599
"13_aspartic acid","Aniger_SF53_IMS_31_47_20V_25Aug",52160
"13_aspartic acid","Aniger_SF53_IMS_32_48_20V_25Aug",22852
"13_aspartic acid","Apseud_SF42_IMS_01_01_20V_25Aug",10003
"13_aspartic acid","Apseud_SF42_IMS_02_02_20V_25Aug",20264
"13_aspartic acid","Apseud_SF42_IMS_03_03_20V_25Aug",14268
"13_aspartic acid","Apseud_SF42_IMS_05_05_20V_25Aug",22488
"13_aspartic acid","Apseud_SF42_IMS_06_06_20V_25Aug",28415
"13_aspartic acid","Apseud_SF42_IMS_07_07_20V_25Aug",31096
"13_aspartic acid","Apseud_SF42_IMS_08_08_20V_25Aug",11038
"13_aspartic acid","Apseud_SF42_IMS_09_09_20V_25Aug",22838
"13_aspartic acid","Apseud_SF42_IMS_10_10_20V_25Aug",10601
"13_aspartic acid","Apseud_SF42_IMS_11_11_20V_25Aug",28835
"13_aspartic acid","Apseud_SF42_IMS_12_12_20V_25Aug",17237
"13_aspartic acid","Apseud_SF42_IMS_13_13_20V_25Aug",15935
"13_aspartic acid","Apseud_SF42_IMS_14_14_20V_25Aug",22663
"13_aspartic acid","Apseud_SF42_IMS_15_15_20V_25Aug",22138
"13_aspartic acid","Apseud_SF42_IMS_16_16_20V_25Aug",14820
"13_aspartic acid","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",6539
"14_citramalic acid","Aniger_SF42_IMS_01_17_20V_25Aug",47674
"14_citramalic acid","Aniger_SF42_IMS_02_18_20V_25Aug",62027
"14_citramalic acid","Aniger_SF42_IMS_03_19_20V_25Aug",51252
"14_citramalic acid","Aniger_SF42_IMS_04_20_20V_25Aug",50732
"14_citramalic acid","Aniger_SF42_IMS_05_21_20V_25Aug",39462
"14_citramalic acid","Aniger_SF42_IMS_06_22_20V_25Aug",52263
"14_citramalic acid","Aniger_SF42_IMS_07_23_20V_25Aug",25745
"14_citramalic acid","Aniger_SF42_IMS_08_24_20V_25Aug",59058
"14_citramalic acid","Aniger_SF42_IMS_09_25_20V_25Aug",95602
"14_citramalic acid","Aniger_SF42_IMS_10_26_20V_25Aug",55965
"14_citramalic acid","Aniger_SF42_IMS_11_27_20V_25Aug",58705
"14_citramalic acid","Aniger_SF42_IMS_12_28_20V_25Aug",40635
"14_citramalic acid","Aniger_SF42_IMS_13_29_20V_25Aug",78124
"14_citramalic acid","Aniger_SF42_IMS_14_30_20V_25Aug",78384
"14_citramalic acid","Aniger_SF42_IMS_15_31_20V_25Aug",93214
"14_citramalic acid","Aniger_SF53_IMS_17_33_20V_25Aug",39777
"14_citramalic acid","Aniger_SF53_IMS_18_34_20V_25Aug",38820
"14_citramalic acid","Aniger_SF53_IMS_19_35_20V_25Aug",26604
"14_citramalic acid","Aniger_SF53_IMS_20_36_20V_25Aug",46131
"14_citramalic acid","Aniger_SF53_IMS_21_37_20V_25Aug",50093
"14_citramalic acid","Aniger_SF53_IMS_22_38_20V_25Aug",40668
"14_citramalic acid","Aniger_SF53_IMS_23_39_20V_25Aug",71848
"14_citramalic acid","Aniger_SF53_IMS_24_40_20V_25Aug",64371
"14_citramalic acid","Aniger_SF53_IMS_25_41_20V_25Aug",65558
"14_citramalic acid","Aniger_SF53_IMS_26_42_20V_25Aug",44717
"14_citramalic acid","Aniger_SF53_IMS_27_43_20V_25Aug",70319
"14_citramalic acid","Aniger_SF53_IMS_28_44_20V_25Aug",57554
"14_citramalic acid","Aniger_SF53_IMS_29_45_20V_25Aug",55651
"14_citramalic acid","Aniger_SF53_IMS_30_46_20V_25Aug",57066
"14_citramalic acid","Aniger_SF53_IMS_31_47_20V_25Aug",66326
"14_citramalic acid","Aniger_SF53_IMS_32_48_20V_25Aug",59272
"14_citramalic acid","Apseud_SF42_IMS_01_01_20V_25Aug",92015
"14_citramalic acid","Apseud_SF42_IMS_02_02_20V_25Aug",60246
"14_citramalic acid","Apseud_SF42_IMS_03_03_20V_25Aug",61432
"14_citramalic acid","Apseud_SF42_IMS_05_05_20V_25Aug",47106
"14_citramalic acid","Apseud_SF42_IMS_06_06_20V_25Aug",97061
"14_citramalic acid","Apseud_SF42_IMS_07_07_20V_25Aug",99489
"14_citramalic acid","Apseud_SF42_IMS_08_08_20V_25Aug",54934
"14_citramalic acid","Apseud_SF42_IMS_09_09_20V_25Aug",69874
"14_citramalic acid","Apseud_SF42_IMS_10_10_20V_25Aug",64170
"14_citramalic acid","Apseud_SF42_IMS_11_11_20V_25Aug",21005
"14_citramalic acid","Apseud_SF42_IMS_12_12_20V_25Aug",46673
"14_citramalic acid","Apseud_SF42_IMS_13_13_20V_25Aug",72147
"14_citramalic acid","Apseud_SF42_IMS_14_14_20V_25Aug",144281
"14_citramalic acid","Apseud_SF42_IMS_15_15_20V_25Aug",91439
"14_citramalic acid","Apseud_SF42_IMS_16_16_20V_25Aug",59924
"14_citramalic acid","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",163185
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_01_17_20V_25Aug",26464
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_02_18_20V_25Aug",18586
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_03_19_20V_25Aug",1846
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_04_20_20V_25Aug",6557
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_05_21_20V_25Aug",15577
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_06_22_20V_25Aug",26630
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_07_23_20V_25Aug",10547
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_08_24_20V_25Aug",13470
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_09_25_20V_25Aug",36544
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_10_26_20V_25Aug",3302
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_11_27_20V_25Aug",6616
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_12_28_20V_25Aug",10969
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_13_29_20V_25Aug",10222
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_14_30_20V_25Aug",298
"17_glucose 6-phosphate (G6P)","Aniger_SF42_IMS_15_31_20V_25Aug",58660
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_17_33_20V_25Aug",39932
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_18_34_20V_25Aug",29269
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_19_35_20V_25Aug",21899
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_20_36_20V_25Aug",97911
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_21_37_20V_25Aug",101653
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_22_38_20V_25Aug",159251
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_23_39_20V_25Aug",65323
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_24_40_20V_25Aug",112641
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_25_41_20V_25Aug",250658
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_26_42_20V_25Aug",138148
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_27_43_20V_25Aug",233245
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_28_44_20V_25Aug",318907
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_29_45_20V_25Aug",33315
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_30_46_20V_25Aug",76983
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_31_47_20V_25Aug",7415
"17_glucose 6-phosphate (G6P)","Aniger_SF53_IMS_32_48_20V_25Aug",31361
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_01_01_20V_25Aug",49908
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_02_02_20V_25Aug",77109
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_03_03_20V_25Aug",76896
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_05_05_20V_25Aug",94620
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_06_06_20V_25Aug",47789
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_07_07_20V_25Aug",23812
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_08_08_20V_25Aug",34150
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_09_09_20V_25Aug",20046
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_10_10_20V_25Aug",16903
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_11_11_20V_25Aug",9908
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_12_12_20V_25Aug",13472
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_13_13_20V_25Aug",19896
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_14_14_20V_25Aug",45831
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_15_15_20V_25Aug",8668
"17_glucose 6-phosphate (G6P)","Apseud_SF42_IMS_16_16_20V_25Aug",39006
"17_glucose 6-phosphate (G6P)","TEST_Aniger_SF42_IMS_16_32_20V_24Aug",19172
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_01_17_20V_25Aug",7424
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_02_18_20V_25Aug",6737
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_03_19_20V_25Aug",9559
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_04_20_20V_25Aug",12463
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_05_21_20V_25Aug",5254
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_06_22_20V_25Aug",16632
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_07_23_20V_25Aug",23684
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_08_24_20V_25Aug",10664
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_09_25_20V_25Aug",7379
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_10_26_20V_25Aug",11803
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_11_27_20V_25Aug",4459
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_12_28_20V_25Aug",11422
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_13_29_20V_25Aug",6863
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_14_30_20V_25Aug",7355
"18_fructose 6-phosphate (F6P)","Aniger_SF42_IMS_15_31_20V_25Aug",23045
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_17_33_20V_25Aug",23304
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_18_34_20V_25Aug",16451
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_19_35_20V_25Aug",20402
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_20_36_20V_25Aug",42666
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_21_37_20V_25Aug",29793
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_22_38_20V_25Aug",61206
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_23_39_20V_25Aug",27734
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_24_40_20V_25Aug",40017
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_25_41_20V_25Aug",61548
"18_fructose 6-phosphate (F6P)","Aniger_SF53_IMS_26_42_20V_25Aug",43011
